,Price,Age,Odometer,mileage,engineCC,powerBhp,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,FuelType_Diesel,FuelType_Electric,FuelType_LPG,FuelType_Petrol,Transmission_Manual,OwnerType_Fourth +ACY- Above,OwnerType_Second,OwnerType_Third
1252,6.57,2,23714,21.4,1197.0,83.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1253,2.0,10,52325,16.36,1495.0,93.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1254,3.65,8,50000,19.4,1198.0,86.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1255,6.95,4,55746,22.9,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1256,5.5,6,54000,20.14,1197.0,81.86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1257,7.0,7,43000,16.0,2179.0,140.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1258,24.0,6,40000,13.0,2143.0,201.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1259,11.0,10,125000,12.38,2179.0,115.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1260,32.5,4,51944,19.27,2143.0,170.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1261,6.45,5,46950,21.27,1396.0,88.76,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1262,15.75,5,23000,19.3,1968.0,141.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1263,5.5,6,54546,17.0,1497.0,118.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1264,19.03,5,51535,12.55,2982.0,168.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1265,15.25,7,45000,17.32,1968.0,184.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1266,2.4,8,46004,20.92,998.0,67.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1267,2.3,9,124000,23.03,1396.0,69.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1268,14.35,6,77395,17.11,1968.0,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1269,3.5,2,10600,33.44,796.0,40.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1270,11.97,2,22974,18.0,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1271,1.6,11,89000,17.2,999.0,62.28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
1272,18.9,5,65012,14.24,2755.0,174.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1273,5.4,3,17125,18.9,1197.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1274,2.95,5,90413,15.1,1196.0,73.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1275,5.1,7,37000,16.47,1198.0,73.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1276,1.5,14,65000,18.9,1061.0,67.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1277,4.9,9,66000,17.0,1497.0,118.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1278,2.9,10,86000,14.8,1799.0,130.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1279,1.15,15,98437,13.0,1493.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1280,2.3,10,18000,18.5,1197.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1281,5.99,2,35070,24.0,1120.0,70.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1282,3.4,9,42000,14.4,1598.0,103.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1283,1.7,11,40000,20.36,1197.0,78.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1284,1.99,11,43000,17.0,1197.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1285,2.5,8,65000,18.6,1199.0,79.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1286,4.85,7,74000,22.07,1199.0,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1287,2.65,10,51192,15.6,1196.0,70.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1288,27.35,6,14262,9.9,1984.0,207.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1289,6.9,5,66339,25.1,1498.0,98.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1290,3.5,7,90200,20.0,1399.0,68.05,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1291,12.5,5,57854,12.99,2494.0,100.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1292,9.2,3,32000,19.12,1373.0,91.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1293,4.9,5,29631,18.9,1197.0,82.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1294,3.2,11,55005,12.8,1494.72,110.78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1295,5.55,6,54173,18.88,999.0,123.24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1296,13.5,6,50000,14.7,1798.0,177.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1297,2.6,10,145000,20.4,1248.0,91.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1298,4.5,5,78000,16.1,1298.0,88.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1299,34.0,7,65000,11.8,2993.0,180.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1300,12.0,8,120000,12.8,2494.0,102.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1301,5.25,5,14000,28.4,1248.0,74.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1302,21.56,6,57456,17.68,1968.0,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1303,24.68,8,44450,22.48,1995.0,190.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1304,3.67,7,63777,18.5,1197.0,82.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1305,29.5,4,31000,17.05,1995.0,190.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1306,3.1,8,60000,17.6,1496.0,88.73,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1307,2.9,5,78008,17.0,1405.0,70.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1308,43.0,6,33000,12.99,2987.0,165.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1309,15.95,11,27078,10.98,1984.0,114.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1310,4.5,9,57275,19.7,1598.0,103.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1311,3.49,6,45000,24.0,1120.0,70.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1312,4.25,6,57319,25.2,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1313,1.9,12,121097,24.0,1396.0,88.76,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1314,16.57,9,89000,16.73,1995.0,218.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1315,5.75,8,72000,17.0,1497.0,118.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1316,14.0,7,36000,16.55,1968.0,147.51,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1317,2.5,7,86000,19.5,1248.0,75.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1318,1.2,18,85000,13.0,1343.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1319,0.85,15,120000,15.5,1242.0,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
1320,13.95,7,37613,22.69,1995.0,190.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1321,1.6,13,100000,16.6,1388.0,68.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1322,3.6,4,5240,21.9,624.0,37.48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1323,4.5,2,20000,15.1,1196.0,73.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1324,6.06,1,16862,20.89,1197.0,81.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1325,5.29,7,59254,17.5,1298.0,85.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1326,5.75,6,60000,22.7,1498.0,89.84,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1327,5.8,5,50295,16.1,1240.47,77.88,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1328,5.72,6,47674,19.1,1197.0,85.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1329,4.39,6,61517,16.95,1197.0,78.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1330,11.05,4,62946,15.1,2179.0,140.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1331,4.83,5,66823,22.54,1396.0,88.73,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1332,2.96,7,79494,33.54,998.0,67.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1333,4.5,8,107000,21.27,1396.0,88.76,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1334,19.5,9,55000,16.46,2993.0,258.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1335,8.75,3,24000,14.3,1598.0,103.52,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1336,67.0,4,20002,14.75,2967.0,245.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1337,8.4,4,54317,17.4,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1338,4.99,4,10200,19.1,1197.0,82.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1339,8.18,4,24337,26.0,1498.0,98.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1340,2.9,8,79000,18.4,1198.0,86.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1341,7.1,5,40500,28.09,1248.0,88.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1342,7.05,4,23000,26.59,1248.0,74.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1343,17.5,5,63050,11.1,2354.0,158.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1344,3.41,12,78000,14.53,1794.0,138.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1345,1.3,15,70000,22.24,1590.0,83.08,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1346,5.68,8,66245,17.0,1497.0,118.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1347,4.1,13,74112,12.05,2179.0,120.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1348,4.0,9,87670,13.4,1798.0,157.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1349,30.0,5,10000,18.88,1995.0,184.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1350,1.8,13,62493,15.0,1586.0,104.68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1351,6.93,5,44620,20.73,1373.0,91.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1352,70.0,8,66538,10.2,4367.0,308.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1353,7.9,7,60000,12.99,2494.0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1354,2.78,9,20842,17.2,1086.0,62.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1355,14.4,6,110000,13.01,2199.0,194.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1356,13.5,9,45000,11.74,1796.0,186.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1357,3.15,6,40000,26.6,998.0,58.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1358,2.88,8,49008,19.7,796.0,46.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1359,2.15,4,31000,24.7,796.0,47.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1360,3.75,7,8000,16.95,1498.0,97.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1361,3.6,1,171,24.7,796.0,47.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1362,3.6,2,2100,24.07,998.0,67.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1363,7.55,2,20667,18.9,1197.0,81.86,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1364,4.7,5,50000,24.2,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1365,1.6,10,100030,18.8,1248.0,90.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1366,3.34,9,75372,16.52,1991.0,123.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1367,9.1,4,60475,18.0,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1368,6.17,1,18453,18.9,1197.0,81.86,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1369,2.5,12,96578,22.0,1582.0,126.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1370,3.0,4,31001,18.44,1198.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1371,5.75,8,65900,22.32,1582.0,126.32,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1372,10.75,3,26246,15.29,1591.0,121.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1373,2.85,7,62700,20.51,998.0,67.04,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
1374,6.5,12,90000,10.2,2354.0,180.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1375,9.45,4,36000,16.8,1497.0,118.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1376,6.75,4,46000,27.39,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1377,7.75,3,73003,26.0,1498.0,98.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1378,4.4,6,46566,22.54,1396.0,88.76,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1379,42.0,5,41493,13.0,2987.0,265.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1380,5.67,6,103788,19.01,1461.0,108.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1381,11.5,4,45000,19.6,1461.0,108.45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1382,1.69,11,120000,18.9,998.0,67.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1383,1.8,11,97359,17.1,1493.0,110.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1384,3.2,4,62000,18.5,1197.0,85.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1385,1.5,16,115000,18.42,1494.72,110.78,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
1386,45.86,1,18373,22.48,1995.0,187.74,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1387,5.1,4,60453,16.47,1198.0,74.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1388,4.85,7,37000,17.8,1248.0,77.88,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1389,2.4,10,69009,15.6,1196.0,70.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
1390,22.0,7,30000,18.88,1995.0,184.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1391,4.28,8,70707,22.32,1582.0,126.32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1392,5.67,5,64677,20.45,1461.0,83.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1393,6.2,2,3000,18.9,1197.0,81.86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1394,14.49,7,49000,17.05,1995.0,184.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1395,3.0,10,71000,21.1,1248.0,73.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1396,2.25,10,52000,19.81,1086.0,68.05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
1397,43.78,4,35659,15.97,2993.0,258.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1398,11.45,1,5377,16.8,1497.0,116.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1399,10.5,6,65000,11.18,2696.0,184.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1400,7.48,5,92708,22.7,1498.0,89.84,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1401,3.1,10,48105,19.7,796.0,46.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1402,2.55,9,46759,16.47,1198.0,74.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1403,3.5,7,62000,22.07,1199.0,73.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1404,2.59,8,35175,22.07,1199.0,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1405,5.45,7,70000,20.77,1248.0,88.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1406,6.0,3,30000,22.77,1498.0,98.59,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1407,15.49,4,66618,11.36,2755.0,171.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1408,12.5,10,69300,10.8,2497.0,150.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1409,4.75,3,148000,23.4,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1410,7.85,3,22000,18.88,999.0,123.24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1411,6.0,7,75000,16.8,1493.0,110.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1412,4.0,4,43706,17.57,1193.0,88.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1413,28.75,9,42000,14.4,2967.0,241.4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1414,2.5,8,65000,22.3,1248.0,74.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1415,5.5,5,76128,26.59,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1416,1.59,10,39852,16.0,1368.0,90.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1417,6.22,3,18673,18.6,1197.0,81.83,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1418,2.75,4,11583,21.1,814.0,55.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1419,1.35,13,82000,17.2,1086.0,62.28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1420,25.0,3,50000,17.9,2143.0,136.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1421,2.8,6,77000,23.1,998.0,67.04,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1422,2.45,6,54890,17.8,1199.0,76.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
1423,6.35,4,21000,19.0,1199.0,88.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1424,8.0,11,58557,16.07,1995.0,181.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1425,8.25,6,70000,19.01,1461.0,108.45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1426,5.95,3,16000,17.01,1499.0,110.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1427,19.92,2,8899,13.68,2393.0,147.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1428,3.15,4,83629,25.44,936.0,56.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1429,5.75,6,35059,17.21,1798.0,189.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1430,32.44,2,30552,10.91,3198.0,197.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1431,8.01,4,44875,22.32,1582.0,126.32,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1432,6.48,3,25095,18.16,1196.0,86.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1433,0.75,13,59000,16.1,796.0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1434,5.0,6,36000,26.0,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1435,7.75,8,37000,16.0,2179.0,140.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1436,2.6,10,90000,20.0,1399.0,68.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1437,9.2,2,17000,17.0,1497.0,121.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1438,5.05,5,42575,18.6,1197.0,81.83,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1439,9.6,8,131000,12.99,2494.0,100.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1440,5.5,7,74000,20.46,1461.0,83.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1441,9.35,7,47234,12.99,2494.0,100.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1442,2.6,11,231673,17.0,1497.0,118.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1443,3.5,4,10000,24.07,998.0,67.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1444,4.26,4,49389,19.49,1198.0,67.04,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1445,4.25,4,12000,23.1,998.0,67.04,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1446,11.75,10,65000,11.7,1796.0,178.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
1447,3.5,7,177000,23.5,1498.0,88.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1448,7.5,5,89000,17.01,1591.0,121.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1449,3.25,11,72000,15.0,1396.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1450,4.9,8,49000,17.5,1298.0,85.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1451,27.0,6,51355,14.84,2143.0,170.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1452,8.91,3,13460,18.6,1197.0,81.86,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1453,6.69,6,35642,17.01,1591.0,121.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1454,6.02,6,52895,17.3,1998.0,163.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1455,4.5,10,93000,14.28,1798.0,138.03,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1456,2.0,9,70000,19.0,998.0,66.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1457,2.4,8,32048,23.08,1461.0,63.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1458,1.2,7,4700,25.4,624.0,37.48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1459,2.9,6,71800,23.4,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1460,40.88,12,69078,12.86,2689.36,221.14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1461,27.0,4,45000,17.32,1968.0,184.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1462,7.5,4,15388,25.8,1498.0,98.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1463,1.5,16,98798,14.7,1599.0,104.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1464,39.5,4,43000,14.16,1968.0,174.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1465,3.39,8,85112,23.2,1248.0,73.94,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1466,12.4,2,37804,15.4,2179.0,120.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1467,6.85,6,45000,28.09,1248.0,88.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1468,5.75,9,116000,21.43,1364.0,138.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
1469,2.0,5,100073,25.0,1396.0,69.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1470,0.9,14,165000,16.1,796.0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1471,3.8,5,22000,16.47,1198.0,74.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1472,16.35,3,9500,14.62,1999.0,149.92,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1473,16.5,8,152000,11.5,2982.0,169.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1474,8.7,1,17705,21.4,1197.0,83.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1475,6.1,4,12000,21.4,1197.0,83.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1476,21.94,7,51000,23.8,1998.0,112.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1477,22.0,11,42000,13.0,2987.0,210.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
